id,curriculo_id,registro_academico,nome,nome_normalizado,forma_ingresso_id,forma_evasao_id,data_matricula,data_conclusao,data_colacao,ira,created_at,updated_at
198,3,GRR49649948,Rodrigo De Jesus,RODRIGODEJESUS,10,9,2016-02-12,2020-09-26,2021-04-09,0.7916,2024-11-12 20:04:42.012795,2024-11-12 20:04:42.012803
199,4,GRR33119705,Graziele Santiago,GRAZIELESANTIAGO,12,15,2017-03-03,,,0.553,2024-11-12 20:04:45.587298,2024-11-12 20:04:45.587334
200,4,GRR53520412,Wallace Nonato,WALLACENONATO,20,1,2019-01-24,,,0.0021,2024-11-12 20:04:42.023440,2024-11-12 20:04:42.023448
201,3,GRR11563567,Silvio Brito,SILVIOBRITO,12,4,2015-01-09,,,0.0,2024-11-12 20:04:42.028432,2024-11-12 20:04:42.028439
202,4,GRR35092337,Aline Carvalho,ALINECARVALHO,12,10,2020-01-25,,,0.0,2024-11-12 20:04:42.033734,2024-11-12 20:04:42.033741
203,5,GRR35146994,Natalia Camargo,NATALIACAMARGO,10,15,2023-03-17,,,0.8036,2024-11-12 20:04:45.592447,2024-11-12 20:04:45.592455
204,4,GRR96581201,Ivaneide Valerio,IVANEIDEVALERIO,12,15,2019-01-17,,,0.5274,2024-11-12 20:04:45.597780,2024-11-12 20:04:45.597788
205,5,GRR29729405,Tarcisio Lourenço,TARCISIOLOURENCO,12,15,2023-03-03,,,0.8545,2024-11-12 20:04:45.613580,2024-11-12 20:04:45.613587
206,4,GRR18684822,Luis Barboza,LUISBARBOZA,10,16,2016-02-12,,,0.4784,2024-11-12 20:04:42.053770,2024-11-12 20:04:42.053777
207,4,GRR02680200,Frederico Morais,FREDERICOMORAIS,12,15,2022-04-01,,,0.9243,2024-11-12 20:04:45.618763,2024-11-12 20:04:45.618770
208,4,GRR75920317,Junior Costa,JUNIORCOSTA,9,15,2018-12-05,,,0.9487,2024-11-12 20:04:45.623489,2024-11-12 20:04:45.623496
209,4,GRR31208030,Lais Costa,LAISCOSTA,12,15,2018-02-02,,2023-07-14,0.8989,2024-11-12 20:04:42.069993,2024-11-12 20:04:42.070000
210,3,GRR72920585,Rebeca Bispo,REBECABISPO,22,9,2018-01-29,2022-09-17,2023-02-24,0.8275,2024-11-12 20:04:42.075282,2024-11-12 20:04:42.075290
211,4,GRR60841805,Ivanildo Filho,IVANILDOFILHO,12,15,2021-09-20,,,0.6984,2024-11-12 20:04:45.628614,2024-11-12 20:04:45.628622
212,4,GRR20627413,Bernardo Paes,BERNARDOPAES,12,15,2019-01-17,,,0.8912,2024-11-12 20:04:42.085251,2024-11-12 20:04:42.085260
213,4,GRR84049965,Clara De Cassia,CLARADECASSIA,12,1,2021-09-20,,,0.0,2024-11-12 20:04:42.090739,2024-11-12 20:04:42.090747
214,4,GRR32554509,Gilda Firmino,GILDAFIRMINO,22,15,2020-02-17,,,0.8407,2024-11-12 20:04:45.639812,2024-11-12 20:04:45.639820
215,4,GRR61735810,Renan De Castro,RENANDECASTRO,12,15,2021-09-20,,,0.6424,2024-11-12 20:04:45.644714,2024-11-12 20:04:45.644721
216,4,GRR72052495,Sandra Pontes,SANDRAPONTES,12,15,2019-03-13,,,0.6753,2024-11-12 20:04:45.649399,2024-11-12 20:04:45.649406
217,3,GRR58657461,Carmen Nogueira,CARMENNOGUEIRA,10,9,2015-03-03,2021-12-18,2022-03-25,0.7099,2024-11-12 20:04:42.113777,2024-11-12 20:04:42.113786
218,4,GRR69779959,Celio Assis,CELIOASSIS,12,15,2022-04-01,,,0.5782,2024-11-12 20:04:45.654480,2024-11-12 20:04:45.654489
219,4,GRR48035765,Alexandra Castro,ALEXANDRACASTRO,12,15,2018-03-14,,,0.8108,2024-11-12 20:04:42.124006,2024-11-12 20:04:42.124014
220,4,GRR58650486,Emily De Brito,EMILYDEBRITO,10,15,2021-09-20,,,0.6509,2024-11-12 20:04:45.659822,2024-11-12 20:04:45.659830
221,3,GRR80442467,Fatima Do Prado,FATIMADOPRADO,12,9,2015-01-09,2022-05-07,2022-07-18,0.7924,2024-11-12 20:04:42.135282,2024-11-12 20:04:42.135290
222,4,GRR93816020,Adelina Teixeira,ADELINATEIXEIRA,12,15,2020-01-25,,,0.8314,2024-11-12 20:04:42.140583,2024-11-12 20:04:42.140591
223,4,GRR00741328,Claudiane Machado,CLAUDIANEMACHADO,10,15,2022-03-28,,,0.7223,2024-11-12 20:04:45.675458,2024-11-12 20:04:45.675466
224,3,GRR81716275,Manoel Novaes,MANOELNOVAES,12,9,2017-01-12,2021-12-18,2022-03-25,0.8173,2024-11-12 20:04:42.150782,2024-11-12 20:04:42.150789
225,4,GRR65740710,Michelle Cordeiro,MICHELLECORDEIRO,20,15,2019-01-24,,,0.6662,2024-11-12 20:04:45.685787,2024-11-12 20:04:45.685794
226,3,GRR78300096,Benedita Da Rosa,BENEDITADAROSA,12,9,2015-01-09,2020-09-26,2021-04-09,0.6462,2024-11-12 20:04:42.161792,2024-11-12 20:04:42.161800
227,4,GRR53944490,Josue Inacio,JOSUEINACIO,9,15,2017-12-11,,,0.8154,2024-11-12 20:04:42.167085,2024-11-12 20:04:42.167092
228,4,GRR59713986,Rebeca Santos,REBECASANTOS,12,15,2019-03-13,,,0.8641,2024-11-12 20:04:45.690557,2024-11-12 20:04:45.690564
229,5,GRR74925881,Edilene Freitas,EDILENEFREITAS,12,15,2023-03-03,,,0.7973,2024-11-12 20:04:45.695809,2024-11-12 20:04:45.695817
230,3,GRR86587102,Paola De Azevedo,PAOLADEAZEVEDO,12,1,2013-02-01,,,0.62,2024-11-12 20:04:42.182684,2024-11-12 20:04:42.182693
231,4,GRR39492459,Vanderson Toledo,VANDERSONTOLEDO,12,15,2018-01-12,,,0.6229,2024-11-12 20:04:45.709163,2024-11-12 20:04:45.709171
232,3,GRR12373351,Claudinei Mota,CLAUDINEIMOTA,10,9,2016-02-12,2021-04-01,2021-08-27,0.8859,2024-11-12 20:04:42.193270,2024-11-12 20:04:42.193278
233,4,GRR72859009,Severino Costa,SEVERINOCOSTA,12,15,2017-01-12,,,0.4895,2024-11-12 20:04:45.714290,2024-11-12 20:04:45.714298
234,4,GRR33845009,Aline Paiva,ALINEPAIVA,10,15,2019-02-15,,,0.8153,2024-11-12 20:04:45.719434,2024-11-12 20:04:45.719441
235,4,GRR41261734,Adriele Valerio,ADRIELEVALERIO,12,15,2019-03-13,,,0.8549,2024-11-12 20:04:45.725073,2024-11-12 20:04:45.725082
236,4,GRR89248628,Alexandro Botelho,ALEXANDROBOTELHO,12,15,2020-02-15,,,0.7085,2024-11-12 20:04:45.730241,2024-11-12 20:04:45.730249
237,4,GRR68203964,Iara Lemos,IARALEMOS,12,15,2022-06-28,,,0.7165,2024-11-12 20:04:45.735257,2024-11-12 20:04:45.735265
238,3,GRR67942614,Ester De Siqueira,ESTERDESIQUEIRA,10,9,2011-02-09,2021-12-18,2022-03-25,0.48,2024-11-12 20:04:42.223659,2024-11-12 20:04:42.223666
239,3,GRR23916787,Monica Custodio,MONICACUSTODIO,12,15,2018-01-12,,,0.2295,2024-11-12 20:04:45.740566,2024-11-12 20:04:45.740575
240,3,GRR57793522,Otacilio Peixoto,OTACILIOPEIXOTO,12,9,2016-01-08,2022-09-17,2023-04-03,0.6407,2024-11-12 20:04:42.234492,2024-11-12 20:04:42.234500
241,5,GRR89707105,Jhonata Fagundes,JHONATAFAGUNDES,12,15,2023-03-03,,,0.8327,2024-11-12 20:04:45.745775,2024-11-12 20:04:45.745782
242,5,GRR71488467,Cristiana Bittencourt,CRISTIANABITTENCOURT,12,15,2023-03-03,,,0.3937,2024-11-12 20:04:45.751053,2024-11-12 20:04:45.751060
243,3,GRR96662257,Edna Soares,EDNASOARES,12,9,2016-01-08,2020-09-26,2021-04-09,0.8858,2024-11-12 20:04:42.249349,2024-11-12 20:04:42.249356
244,4,GRR50716053,Afonso Roque,AFONSOROQUE,12,15,2022-04-01,,,0.785,2024-11-12 20:04:45.755790,2024-11-12 20:04:45.755829
245,4,GRR66592743,Isabela Alves,ISABELAALVES,10,15,2021-09-20,,,0.8286,2024-11-12 20:04:45.771677,2024-11-12 20:04:45.771685
246,4,GRR23557268,Francisco Domingos,FRANCISCODOMINGOS,12,10,2020-01-25,,,0.0,2024-11-12 20:04:42.264571,2024-11-12 20:04:42.264578
247,4,GRR11928844,Edilson Morais,EDILSONMORAIS,12,15,2020-01-25,,,0.9065,2024-11-12 20:04:45.781733,2024-11-12 20:04:45.781740
248,4,GRR91134800,Jacira De Castro,JACIRADECASTRO,12,15,2022-04-01,,,0.8689,2024-11-12 20:04:45.786736,2024-11-12 20:04:45.786744
249,4,GRR39137069,Stefani Cruz,STEFANICRUZ,12,15,2020-01-25,,,0.4302,2024-11-12 20:04:45.792298,2024-11-12 20:04:45.792305
250,5,GRR03799808,Allan Santos,ALLANSANTOS,12,10,2023-03-03,,,0.0,2024-11-12 20:04:42.285442,2024-11-12 20:04:42.285449
251,4,GRR10691977,Ilma Francisco,ILMAFRANCISCO,12,4,2021-09-20,,,0.8455,2024-11-12 20:04:42.290141,2024-11-12 20:04:42.290148
252,4,GRR43854257,Neiva Nonato,NEIVANONATO,12,15,2019-01-17,,,0.8921,2024-11-12 20:04:45.797332,2024-11-12 20:04:45.797340
253,4,GRR72971570,Isabel Do Carmo,ISABELDOCARMO,12,1,2018-01-12,,,0.2091,2024-11-12 20:04:42.300418,2024-11-12 20:04:42.300427
254,3,GRR65095645,Olinda De Macedo,OLINDADEMACEDO,12,9,2016-01-08,2021-12-18,2022-03-25,0.6684,2024-11-12 20:04:42.307481,2024-11-12 20:04:42.307492
255,4,GRR76857117,Marlene Da Costa,MARLENEDACOSTA,12,15,2022-04-01,,,0.6098,2024-11-12 20:04:45.802292,2024-11-12 20:04:45.802300
256,4,GRR85372796,Renata Das Dores,RENATADASDORES,12,15,2021-09-20,,,0.4296,2024-11-12 20:04:45.807603,2024-11-12 20:04:45.807611
257,4,GRR78228891,Irineu Lira,IRINEULIRA,12,5,2020-02-15,,,0.0,2024-11-12 20:04:42.325779,2024-11-12 20:04:42.325788
258,4,GRR17458831,Zelia De Sales,ZELIADESALES,10,15,2017-03-03,,,0.4244,2024-11-12 20:04:42.331509,2024-11-12 20:04:42.331517
259,4,GRR07350715,Antonio Marcondes,ANTONIOMARCONDES,10,1,2019-02-15,,,0.005,2024-11-12 20:04:42.336688,2024-11-12 20:04:42.336695
260,4,GRR17855739,Rosilda Lima,ROSILDALIMA,12,15,2020-01-25,,,0.866,2024-11-12 20:04:45.818020,2024-11-12 20:04:45.818027
261,4,GRR93490601,Catia Ribeiro,CATIARIBEIRO,12,15,2018-01-12,,,0.6693,2024-11-12 20:04:45.823050,2024-11-12 20:04:45.823058
262,4,GRR33852770,Sofia Jardim,SOFIAJARDIM,10,15,2022-03-28,,,0.8298,2024-11-12 20:04:45.828030,2024-11-12 20:04:45.828037
263,5,GRR14467778,Adriel Fagundes,ADRIELFAGUNDES,11,10,2023-03-03,,,0.0,2024-11-12 20:04:42.358391,2024-11-12 20:04:42.358398
264,5,GRR37049023,Carina Do Espirito Santo,CARINADOESPIRITOSANTO,10,15,2023-03-17,,,0.8827,2024-11-12 20:04:45.833606,2024-11-12 20:04:45.833615
265,4,GRR96845966,Romario Bastos,ROMARIOBASTOS,12,15,2022-04-01,,,0.7911,2024-11-12 20:04:45.838846,2024-11-12 20:04:45.838853
266,4,GRR87967198,Eliane Saraiva,ELIANESARAIVA,12,15,2020-01-25,,,0.7656,2024-11-12 20:04:45.844227,2024-11-12 20:04:45.844234
267,5,GRR68928590,Daiana Magalhaes,DAIANAMAGALHAES,9,15,2023-03-07,,,0.7614,2024-11-12 20:04:45.849038,2024-11-12 20:04:45.849045
268,4,GRR86637331,Iasmim De Santana,IASMIMDESANTANA,12,15,2020-01-25,,,0.901,2024-11-12 20:04:45.853982,2024-11-12 20:04:45.853990
269,4,GRR40786896,Genival Do Espirito Santo,GENIVALDOESPIRITOSANTO,12,15,2022-04-01,,,0.8208,2024-11-12 20:04:45.859199,2024-11-12 20:04:45.859206
270,4,GRR71354177,Roseli Muniz,ROSELIMUNIZ,12,15,2019-01-17,,,0.8311,2024-11-12 20:04:45.864453,2024-11-12 20:04:45.864461
271,4,GRR62522724,Leandro Henrique da Silva,LEANDROHENRIQUEDASILVA,12,15,2019-01-17,,,0.8857,2024-11-12 20:04:45.869286,2024-11-12 20:04:45.869293
272,4,GRR29901114,Rosiane Moraes,ROSIANEMORAES,12,15,2018-03-01,,,0.7159,2024-11-12 20:04:45.874811,2024-11-12 20:04:45.874820
273,4,GRR30387123,Kaique Arruda,KAIQUEARRUDA,12,1,2017-01-12,,,0.3506,2024-11-12 20:04:42.411036,2024-11-12 20:04:42.411044
274,5,GRR29021622,Gilmara Perreira,GILMARAPERREIRA,12,15,2023-03-03,,,0.88,2024-11-12 20:04:45.880136,2024-11-12 20:04:45.880144
275,4,GRR73028631,Jesus Bezerra,JESUSBEZERRA,12,1,2017-01-12,,,0.5934,2024-11-12 20:04:42.421305,2024-11-12 20:04:42.421312
276,4,GRR05943437,Rene De Assis,RENEDEASSIS,12,15,2020-01-25,,,0.5454,2024-11-12 20:04:45.885431,2024-11-12 20:04:45.885438
277,4,GRR19858113,Ludmila De Assis,LUDMILADEASSIS,10,15,2022-03-28,,,0.5471,2024-11-12 20:04:42.431728,2024-11-12 20:04:42.431749
278,4,GRR22975259,Nathalia Assuncao,NATHALIAASSUNCAO,12,15,2019-02-06,,,0.7998,2024-11-12 20:04:45.895519,2024-11-12 20:04:45.895527
279,3,GRR92862945,Karla Amaral,KARLAAMARAL,10,1,2017-02-03,,,0.2006,2024-11-12 20:04:42.442399,2024-11-12 20:04:42.442406
280,5,GRR81564500,George De Castro,GEORGEDECASTRO,12,15,2023-03-03,,,0.9082,2024-11-12 20:04:45.916380,2024-11-12 20:04:45.916387
281,3,GRR27348634,Rivaldo Peres,RIVALDOPERES,12,9,2017-02-03,2022-09-17,2023-02-24,0.7238,2024-11-12 20:04:42.452088,2024-11-12 20:04:42.452095
282,4,GRR38601168,Caique Mesquita,CAIQUEMESQUITA,10,15,2021-09-20,,,0.8301,2024-11-12 20:04:45.921056,2024-11-12 20:04:45.921063
283,4,GRR42058732,Valdelice Viana,VALDELICEVIANA,12,15,2020-03-13,,,0.7617,2024-11-12 20:04:45.926582,2024-11-12 20:04:45.926590
284,4,GRR00779808,Estefane Bento,ESTEFANEBENTO,12,15,2021-09-20,,,0.5028,2024-11-12 20:04:45.931482,2024-11-12 20:04:45.931489
285,3,GRR67719422,Ednaldo Braga,EDNALDOBRAGA,12,4,2015-01-09,,,0.8627,2024-11-12 20:04:42.472229,2024-11-12 20:04:42.472236
286,4,GRR92894689,Gilson Torres,GILSONTORRES,10,15,2021-09-20,,,0.9289,2024-11-12 20:04:45.938968,2024-11-12 20:04:45.938977
287,4,GRR89484373,Rui Paixao,RUIPAIXAO,12,15,2017-02-03,,2023-07-14,0.6759,2024-11-12 20:04:42.482998,2024-11-12 20:04:42.483005
288,4,GRR98968697,Gisele Souza,GISELESOUZA,12,15,2022-06-28,,,0.7067,2024-11-12 20:04:45.945051,2024-11-12 20:04:45.945060
289,4,GRR93646575,Elisangela Simao,ELISANGELASIMAO,11,15,2018-02-16,,,0.5669,2024-11-12 20:04:42.492696,2024-11-12 20:04:42.492704
290,4,GRR88469401,Karen Teixeira,KARENTEIXEIRA,12,15,2017-02-03,,,0.5389,2024-11-12 20:04:42.498402,2024-11-12 20:04:42.498410
291,4,GRR64150948,Angelita Paixao,ANGELITAPAIXAO,12,15,2022-05-18,,,0.5457,2024-11-12 20:04:45.950304,2024-11-12 20:04:45.950311
292,4,GRR95853279,Gabriela De Azevedo,GABRIELADEAZEVEDO,11,4,2020-02-17,,,0.4869,2024-11-12 20:04:42.510157,2024-11-12 20:04:42.510167
293,4,GRR30282843,Karla Do Prado,KARLADOPRADO,12,15,2017-01-12,,2024-05-03,0.6227,2024-11-12 20:04:45.955577,2024-11-12 20:04:45.955584
294,3,GRR17768642,Suelem Nobre,SUELEMNOBRE,12,15,2017-01-12,,,0.4063,2024-11-12 20:04:45.960706,2024-11-12 20:04:45.960715
295,4,GRR53416081,Daniele Dantas,DANIELEDANTAS,12,15,2019-01-17,,,0.2386,2024-11-12 20:04:42.526718,2024-11-12 20:04:42.526727
296,3,GRR44367382,Carine Leal,CARINELEAL,12,9,2013-02-01,2022-05-07,2022-07-18,0.5544,2024-11-12 20:04:42.532609,2024-11-12 20:04:42.532616
297,5,GRR03336896,Edina Camargo,EDINACAMARGO,12,15,2023-03-03,,,0.205,2024-11-12 20:04:45.966107,2024-11-12 20:04:45.966116
298,4,GRR69623339,Ludmila Perreira,LUDMILAPERREIRA,10,1,2020-02-14,,,0.0247,2024-11-12 20:04:42.542386,2024-11-12 20:04:42.542394
299,4,GRR64191233,Raphael Braz,RAPHAELBRAZ,10,15,2016-02-12,,,0.5529,2024-11-12 20:04:45.971826,2024-11-12 20:04:45.971834
300,4,GRR97427423,Rui Diniz,RUIDINIZ,12,15,2021-09-20,,,0.6084,2024-11-12 20:04:45.976969,2024-11-12 20:04:45.976976
301,4,GRR55037133,Lais Dourado,LAISDOURADO,12,15,2017-03-03,,,0.4654,2024-11-12 20:04:45.981952,2024-11-12 20:04:45.981959
302,5,GRR73963940,Camile Ferreira,CAMILEFERREIRA,12,15,2023-03-03,,,0.8927,2024-11-12 20:04:45.987026,2024-11-12 20:04:45.987033
303,4,GRR70705014,Naiane Viana,NAIANEVIANA,10,15,2021-09-20,,,0.2964,2024-11-12 20:04:45.992340,2024-11-12 20:04:45.992347
304,4,GRR82243902,Aline Medeiros,ALINEMEDEIROS,11,15,2020-02-17,,,0.5569,2024-11-12 20:04:45.997804,2024-11-12 20:04:45.997812
305,4,GRR17179245,Cristian Maia,CRISTIANMAIA,12,15,2019-01-17,,,0.8712,2024-11-12 20:04:46.002898,2024-11-12 20:04:46.002905
306,4,GRR61898486,Joao Santana,JOAOSANTANA,12,1,2020-02-15,,,0.3075,2024-11-12 20:04:42.587019,2024-11-12 20:04:42.587027
307,5,GRR84695045,Vanessa Teles,VANESSATELES,11,15,2023-03-03,,,0.48,2024-11-12 20:04:46.013747,2024-11-12 20:04:46.013755
308,4,GRR12394737,Nayara Guerra,NAYARAGUERRA,12,15,2021-09-20,,,0.3176,2024-11-12 20:04:46.018792,2024-11-12 20:04:46.018799
309,3,GRR36015296,Livia De Franca,LIVIADEFRANCA,12,1,2013-02-18,,,0.347,2024-11-12 20:04:42.603078,2024-11-12 20:04:42.603085
310,4,GRR46438293,Marciano Correia,MARCIANOCORREIA,12,15,2019-01-17,,,0.8743,2024-11-12 20:04:46.023787,2024-11-12 20:04:46.023794
311,4,GRR20233935,Lucas Felix,LUCASFELIX,12,15,2018-03-14,,2023-07-14,0.8148,2024-11-12 20:04:42.613280,2024-11-12 20:04:42.613288
312,4,GRR66571838,Marcela Francisco,MARCELAFRANCISCO,12,15,2022-04-01,,,0.7307,2024-11-12 20:04:46.029040,2024-11-12 20:04:46.029048
313,5,GRR30269280,Erick De Sena,ERICKDESENA,12,15,2023-03-03,,,0.9142,2024-11-12 20:04:46.034372,2024-11-12 20:04:46.034380
314,3,GRR11270985,Elizabete Pessoa,ELIZABETEPESSOA,12,15,2017-01-12,,,0.4934,2024-11-12 20:04:46.040183,2024-11-12 20:04:46.040192
315,4,GRR70863783,Clodoaldo Nobre,CLODOALDONOBRE,12,15,2019-01-17,,,0.7724,2024-11-12 20:04:46.054768,2024-11-12 20:04:46.054775
316,4,GRR31423584,Ramon De Amorim,RAMONDEAMORIM,10,1,2017-02-03,,,0.4605,2024-11-12 20:04:42.639576,2024-11-12 20:04:42.639585
317,4,GRR13327930,Dirce Dos Reis,DIRCEDOSREIS,12,15,2018-01-12,,2024-05-03,0.8845,2024-11-12 20:04:46.060453,2024-11-12 20:04:46.060461
318,4,GRR81962248,Andrei Antunes,ANDREIANTUNES,10,15,2022-05-18,,,0.7666,2024-11-12 20:04:46.065433,2024-11-12 20:04:46.065441
319,4,GRR41682734,Euclides Pires,EUCLIDESPIRES,12,15,2021-10-20,,,0.6203,2024-11-12 20:04:46.070519,2024-11-12 20:04:46.070526
320,4,GRR14287576,Jeane Gonzaga,JEANEGONZAGA,10,15,2019-01-31,,,0.6433,2024-11-12 20:04:46.075728,2024-11-12 20:04:46.075736
321,4,GRR11251671,Shirlei Cavalcante,SHIRLEICAVALCANTE,12,15,2018-01-12,,,0.8256,2024-11-12 20:04:42.665707,2024-11-12 20:04:42.665714
322,4,GRR30158581,Luzia Carvalho,LUZIACARVALHO,12,1,2019-01-17,,,0.1338,2024-11-12 20:04:42.670706,2024-11-12 20:04:42.670713
323,5,GRR38765053,Adriano De Abreu,ADRIANODEABREU,12,5,2023-03-03,,,0.0,2024-11-12 20:04:42.675763,2024-11-12 20:04:42.675770
324,4,GRR39487740,Zelia Marcondes,ZELIAMARCONDES,12,15,2021-09-20,,,0.5945,2024-11-12 20:04:42.680776,2024-11-12 20:04:42.680785
325,4,GRR26401427,Livia Gonçalves,LIVIAGONCALVES,12,10,2020-01-25,,,0.0,2024-11-12 20:04:42.686738,2024-11-12 20:04:42.686747
326,3,GRR31794875,Deise Mariano,DEISEMARIANO,10,1,2017-03-03,,,0.5292,2024-11-12 20:04:42.691807,2024-11-12 20:04:42.691815
327,4,GRR21535625,Angelica Barros,ANGELICABARROS,12,1,2020-03-13,,,0.0873,2024-11-12 20:04:42.696768,2024-11-12 20:04:42.696775
328,3,GRR97095034,Helena Lira,HELENALIRA,12,9,2017-01-12,2021-08-14,2021-12-20,0.8887,2024-11-12 20:04:42.701409,2024-11-12 20:04:42.701416
329,3,GRR02304355,Neuza Caldas,NEUZACALDAS,12,1,2015-01-09,,,0.5881,2024-11-12 20:04:42.706370,2024-11-12 20:04:42.706379
330,5,GRR52141060,Dorival Campos,DORIVALCAMPOS,21,15,2023-03-03,,,0.285,2024-11-12 20:04:46.086104,2024-11-12 20:04:46.086112
331,5,GRR87988064,Lilian Pereira da Silva,LILIANPEREIRADASILVA,12,5,2023-03-03,,,0.0,2024-11-12 20:04:42.716794,2024-11-12 20:04:42.716801
332,3,GRR19498298,Raimunda Meireles,RAIMUNDAMEIRELES,12,1,2013-02-01,,,0.4965,2024-11-12 20:04:42.721745,2024-11-12 20:04:42.721751
333,4,GRR75065830,Gabriel Nonato,GABRIELNONATO,20,1,2020-02-06,,,0.5036,2024-11-12 20:04:42.727388,2024-11-12 20:04:42.727396
334,4,GRR91743868,Lucio Caldas,LUCIOCALDAS,12,15,2019-01-17,,,0.931,2024-11-12 20:04:46.091176,2024-11-12 20:04:46.091183
335,4,GRR21126691,Mariana Da Costa,MARIANADACOSTA,12,4,2021-09-20,,,0.5842,2024-11-12 20:04:42.737475,2024-11-12 20:04:42.737482
336,4,GRR93371676,Laiane Roque,LAIANEROQUE,10,1,2019-01-31,,,0.8212,2024-11-12 20:04:42.742192,2024-11-12 20:04:42.742199
337,4,GRR60501391,Rogerio Rodrigues,ROGERIORODRIGUES,10,15,2022-05-18,,,0.5771,2024-11-12 20:04:46.096162,2024-11-12 20:04:46.096171
338,3,GRR24317950,Amaro Pires,AMAROPIRES,12,9,2014-02-14,2022-09-17,2023-02-24,0.4209,2024-11-12 20:04:42.752953,2024-11-12 20:04:42.752962
339,3,GRR04884351,Lavinia Pereira,LAVINIAPEREIRA,11,15,2016-01-11,,,0.5896,2024-11-12 20:04:42.758215,2024-11-12 20:04:42.758223
340,4,GRR71763390,Otacilio De Moura,OTACILIODEMOURA,12,15,2019-03-13,,,0.6559,2024-11-12 20:04:42.765759,2024-11-12 20:04:42.765767
341,4,GRR82758433,Eva De Araujo,EVADEARAUJO,9,15,2017-12-11,,,0.765,2024-11-12 20:04:46.101907,2024-11-12 20:04:46.101915
342,5,GRR03554811,Carla Chaves,CARLACHAVES,12,15,2023-03-03,,,0.2638,2024-11-12 20:04:46.107098,2024-11-12 20:04:46.107106
343,4,GRR76653496,Bianca Nascimento,BIANCANASCIMENTO,21,15,2020-03-03,,,0.4292,2024-11-12 20:04:46.121906,2024-11-12 20:04:46.121913
344,3,GRR15122714,Sandro Monteiro,SANDROMONTEIRO,12,9,2018-01-12,2022-05-07,2022-07-18,0.6078,2024-11-12 20:04:42.787461,2024-11-12 20:04:42.787468
345,4,GRR82946026,Geisa Dos Anjos,GEISADOSANJOS,21,15,2017-02-16,,,0.5552,2024-11-12 20:04:46.127187,2024-11-12 20:04:46.127195
346,3,GRR47603502,Silmara Queiroz,SILMARAQUEIROZ,21,1,2015-02-24,,,0.3488,2024-11-12 20:04:42.798097,2024-11-12 20:04:42.798104
347,3,GRR34713905,Ernesto Amaral,ERNESTOAMARAL,12,9,2015-03-03,2021-08-14,2021-12-20,0.6717,2024-11-12 20:04:42.803456,2024-11-12 20:04:42.803463
348,4,GRR96988353,Isabelle Cordeiro,ISABELLECORDEIRO,10,15,2018-02-21,,,0.6236,2024-11-12 20:04:46.137126,2024-11-12 20:04:46.137132
349,4,GRR83724862,Kaua De Menezes,KAUADEMENEZES,10,15,2019-02-15,,,0.5263,2024-11-12 20:04:46.142876,2024-11-12 20:04:46.142884
350,5,GRR02531161,Thalita Baptista,THALITABAPTISTA,11,10,2023-03-03,,,0.0,2024-11-12 20:04:42.819207,2024-11-12 20:04:42.819215
351,4,GRR40150632,Luzia Lopes,LUZIALOPES,12,9,2016-01-08,2022-05-07,2022-07-18,0.7893,2024-11-12 20:04:42.824983,2024-11-12 20:04:42.824992
352,4,GRR05958053,Isabeli Guerra,ISABELIGUERRA,12,1,2021-10-20,,,0.0,2024-11-12 20:04:42.829905,2024-11-12 20:04:42.829912
353,4,GRR09988868,Valdete De Souza,VALDETEDESOUZA,12,15,2020-01-25,,,0.9623,2024-11-12 20:04:42.834942,2024-11-12 20:04:42.834950
354,4,GRR65119862,Everaldo Vaz,EVERALDOVAZ,12,9,2016-01-08,2021-12-18,2022-03-25,0.8677,2024-11-12 20:04:42.839693,2024-11-12 20:04:42.839700
355,4,GRR16716043,Silmara De Sales,SILMARADESALES,12,15,2019-01-17,,,0.8874,2024-11-12 20:04:42.845266,2024-11-12 20:04:42.845273
356,5,GRR83837267,Marcelino Guimaraes,MARCELINOGUIMARAES,12,15,2023-03-03,,,0.95,2024-11-12 20:04:46.147989,2024-11-12 20:04:46.147996
357,4,GRR09657314,Rian Pontes,RIANPONTES,12,1,2017-01-12,,,0.5671,2024-11-12 20:04:42.855109,2024-11-12 20:04:42.855115
358,3,GRR95653275,Teresinha Vilela,TERESINHAVILELA,10,15,2015-02-19,,,0.6787,2024-11-12 20:04:46.153028,2024-11-12 20:04:46.153034
359,4,GRR22840592,Rivaldo De Sena,RIVALDODESENA,12,15,2016-01-29,,,0.7359,2024-11-12 20:04:42.865826,2024-11-12 20:04:42.865833
360,4,GRR85706593,Salvador De Santana,SALVADORDESANTANA,12,15,2021-09-20,,,0.7619,2024-11-12 20:04:46.157760,2024-11-12 20:04:46.157767
361,4,GRR77257761,Rosiane Alcantara,ROSIANEALCANTARA,9,15,2017-12-11,,,0.6609,2024-11-12 20:04:46.165963,2024-11-12 20:04:46.165972
362,3,GRR26466479,Leia Meira,LEIAMEIRA,12,15,2015-03-03,,,0.431,2024-11-12 20:04:42.880970,2024-11-12 20:04:42.880978
363,4,GRR57084799,Kenia Bastos,KENIABASTOS,12,15,2020-01-25,,,0.7657,2024-11-12 20:04:46.171907,2024-11-12 20:04:46.171915
364,4,GRR91810591,Edinalva Vilela,EDINALVAVILELA,9,1,2016-12-09,,,0.2709,2024-11-12 20:04:42.891733,2024-11-12 20:04:42.891740
